Provider Name,Website,Program Name,Description,Day of the week,Start time,End time,Start date,End date,Required Days/Week,Enrollment Type,Min Age,Max Age,Prerequisite,Cost,Number Class,Cost Per Class,Session Length,Cost Per Hour,Address,Interest Category,Enrollment Status,Program Type,School Pickup From,Instructor Language,Contact Email,Contact Phone,Grade_Level
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Saturday,10:00 AM,10:30 AM,9/6/2025,11/22/2025,1,Semester Based,2.5,4,None,653,12,54,0.5,108.86,"601 Dean St, Brooklyn, NY 11238",Sports,Open,Off-site,No,English,info-bk@chelseapiers.com.,(718) 957-2120,
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Saturday,10:30 AM,11:00 AM,9/6/2025,11/22/2025,1,Semester Based,2.5,4,None,653,12,54,0.5,108.86,"601 Dean St, Brooklyn, NY 11238",Sports,Open,Off-site,No,English,info-bk@chelseapiers.com.,(718) 957-2120,
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Saturday,11:00 AM,11:30 AM,9/6/2025,11/22/2025,1,Semester Based,2.5,4,None,653,12,54,0.5,108.86,"601 Dean St, Brooklyn, NY 11238",Sports,Open,Off-site,No,English,info-bk@chelseapiers.com.,(718) 957-2120,
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Saturday,11:30 AM,12:00 PM,9/6/2025,11/22/2025,1,Semester Based,2.5,4,None,653,12,54,0.5,108.86,"601 Dean St, Brooklyn, NY 11238",Sports,Open,Off-site,No,English,info-bk@chelseapiers.com.,(718) 957-2120,
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Saturday,1:15 PM,1:45 PM,9/6/2025,11/22/2025,1,Semester Based,2.5,4,None,653,12,54,0.5,108.86,"601 Dean St, Brooklyn, NY 11238",Sports,Open,Off-site,No,English,info-bk@chelseapiers.com.,(718) 957-2120,
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Saturday,2:15 PM,2:45 PM,9/6/2025,11/22/2025,1,Semester Based,2.5,4,None,653,12,54,0.5,108.86,"601 Dean St, Brooklyn, NY 11238",Sports,Open,Off-site,No,English,info-bk@chelseapiers.com.,(718) 957-2120,
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Saturday,2:45 PM,3:15 PM,9/6/2025,11/22/2025,1,Semester Based,2.5,4,None,653,12,54,0.5,108.86,"601 Dean St, Brooklyn, NY 11238",Sports,Open,Off-site,No,English,info-bk@chelseapiers.com.,(718) 957-2120,
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Sunday,8:30 AM,9:00 AM,9/7/2025,11/23/2025,1,Semester Based,2.5,4,None,653,12,54,0.5,108.86,"601 Dean St, Brooklyn, NY 11238",Sports,Open,Off-site,No,English,info-bk@chelseapiers.com.,(718) 957-2120,
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Sunday,9:00 AM,9:30 AM,9/7/2025,11/23/2025,1,Semester Based,2.5,4,None,653,12,54,0.5,108.86,"601 Dean St, Brooklyn, NY 11238",Sports,Open,Off-site,No,English,info-bk@chelseapiers.com.,(718) 957-2120,
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Sunday,9:30 AM,10:00 AM,9/7/2025,11/23/2025,1,Semester Based,2.5,4,None,653,12,54,0.5,108.86,"601 Dean St, Brooklyn, NY 11238",Sports,Open,Off-site,No,English,info-bk@chelseapiers.com.,(718) 957-2120,
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Sunday,10:00 AM,10:30 AM,9/7/2025,11/23/2025,1,Semester Based,2.5,4,None,653,12,54,0.5,108.86,"601 Dean St, Brooklyn, NY 11238",Sports,Open,Off-site,No,English,info-bk@chelseapiers.com.,(718) 957-2120,
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Sunday,10:30 AM,11:00 AM,9/7/2025,11/23/2025,1,Semester Based,2.5,4,None,653,12,54,0.5,108.86,"601 Dean St, Brooklyn, NY 11238",Sports,Open,Off-site,No,English,info-bk@chelseapiers.com.,(718) 957-2120,
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Sunday,11:00 AM,11:30 AM,9/7/2025,11/23/2025,1,Semester Based,2.5,4,None,653,12,54,0.5,108.86,"601 Dean St, Brooklyn, NY 11238",Sports,Open,Off-site,No,English,info-bk@chelseapiers.com.,(718) 957-2120,
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Sunday,11:30 AM,12:00 PM,9/7/2025,11/23/2025,1,Semester Based,2.5,4,None,653,12,54,0.5,108.86,"601 Dean St, Brooklyn, NY 11238",Sports,Open,Off-site,No,English,info-bk@chelseapiers.com.,(718) 957-2120,
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Sunday,1:15 PM,1:45 PM,9/7/2025,11/23/2025,1,Semester Based,2.5,4,None,653,12,54,0.5,108.86,"601 Dean St, Brooklyn, NY 11238",Sports,Open,Off-site,No,English,info-bk@chelseapiers.com.,(718) 957-2120,
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Sunday,1:45 PM,2:15 PM,9/7/2025,11/23/2025,1,Semester Based,2.5,4,None,653,12,54,0.5,108.86,"601 Dean St, Brooklyn, NY 11238",Sports,Open,Off-site,No,English,info-bk@chelseapiers.com.,(718) 957-2120,
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Monday,3:15 PM,3:45 PM,9/8/2025,11/24/2025,1,Semester Based,2.5,4,None,653,12,54,0.5,108.86,"601 Dean St, Brooklyn, NY 11238",Sports,Open,Off-site,No,English,info-bk@chelseapiers.com.,(718) 957-2120,
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Monday,3:45 PM,4:15 PM,9/8/2025,11/24/2025,1,Semester Based,2.5,4,None,653,12,54,0.5,108.86,"601 Dean St, Brooklyn, NY 11238",Sports,Open,Off-site,No,English,info-bk@chelseapiers.com.,(718) 957-2120,
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Monday,4:15 PM,4:45 PM,9/8/2025,11/24/2025,1,Semester Based,2.5,4,None,653,12,54,0.5,108.86,"601 Dean St, Brooklyn, NY 11238",Sports,Open,Off-site,No,English,info-bk@chelseapiers.com.,(718) 957-2120,
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Monday,4:45 PM,5:15 PM,9/8/2025,11/24/2025,1,Semester Based,2.5,4,None,653,12,54,0.5,108.86,"601 Dean St, Brooklyn, NY 11238",Sports,Open,Off-site,No,English,info-bk@chelseapiers.com.,(718) 957-2120,
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Tuesday,3:15 PM,3:45 PM,9/9/2025,11/25/2025,1,Semester Based,2.5,4,None,653,12,54,0.5,108.86,"601 Dean St, Brooklyn, NY 11238",Sports,Open,Off-site,No,English,info-bk@chelseapiers.com.,(718) 957-2120,
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Tuesday,3:45 PM,4:15 PM,9/9/2025,11/25/2025,1,Semester Based,2.5,4,None,653,12,54,0.5,108.86,"601 Dean St, Brooklyn, NY 11238",Sports,Open,Off-site,No,English,info-bk@chelseapiers.com.,(718) 957-2120,
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Tuesday,4:15 PM,4:45 PM,9/9/2025,11/25/2025,1,Semester Based,2.5,4,None,653,12,54,0.5,108.86,"601 Dean St, Brooklyn, NY 11238",Sports,Open,Off-site,No,English,info-bk@chelseapiers.com.,(718) 957-2120,
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Tuesday,4:45 PM,5:15 PM,9/9/2025,11/25/2025,1,Semester Based,2.5,4,None,653,12,54,0.5,108.86,"601 Dean St, Brooklyn, NY 11238",Sports,Open,Off-site,No,English,info-bk@chelseapiers.com.,(718) 957-2120,
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Wednesday,3:45 PM,4:15 PM,9/10/2025,11/26/2025,1,Semester Based,2.5,4,None,653,12,54,0.5,108.86,"601 Dean St, Brooklyn, NY 11238",Sports,Open,Off-site,No,English,info-bk@chelseapiers.com.,(718) 957-2120,
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Wednesday,4:15 PM,4:45 PM,9/10/2025,11/26/2025,1,Semester Based,2.5,4,None,653,12,54,0.5,108.86,"601 Dean St, Brooklyn, NY 11238",Sports,Open,Off-site,No,English,info-bk@chelseapiers.com.,(718) 957-2120,
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Wednesday,4:45 PM,5:15 PM,9/10/2025,11/26/2025,1,Semester Based,2.5,4,None,653,12,54,0.5,108.86,"601 Dean St, Brooklyn, NY 11238",Sports,Open,Off-site,No,English,info-bk@chelseapiers.com.,(718) 957-2120,
Champions Martial Arts Park Slope,https://ctkdparkslope.com/,Little Tigers (3-4 yrs),"Fun filled martial arts classes that help our younger students to improve their focus, overcome shyness, and build on their growth and find motor skills through simplified training. With more focus on the mental and behavioral training in a structured setting, our Little Tigers are able to do better in academics and improve their listening skills ",Monday,3:15 PM,3:45 PM,5/27/2025,6/23/2026,2,3 months term,3,4,None,700,26,27,0.5,53.85,"74 4th Avenue, Brooklyn, NY 11217",Sports,Open,Off-site,No,English,parkslope@championstkd.com,(347) 857-0246,
Champions Martial Arts Park Slope,https://ctkdparkslope.com/,Little Tigers (3-4 yrs),"Fun filled martial arts classes that help our younger students to improve their focus, overcome shyness, and build on their growth and find motor skills through simplified training. With more focus on the mental and behavioral training in a structured setting, our Little Tigers are able to do better in academics and improve their listening skills ",Tuesday,3:15 PM,3:45 PM,5/27/2025,6/23/2026,2,3 months term,3,4,None,700,26,27,0.5,53.85,"74 4th Avenue, Brooklyn, NY 11217",Sports,Open,Off-site,No,English,parkslope@championstkd.com,(347) 857-0246,
Champions Martial Arts Park Slope,https://ctkdparkslope.com/,Little Tigers (3-4 yrs),"Fun filled martial arts classes that help our younger students to improve their focus, overcome shyness, and build on their growth and find motor skills through simplified training. With more focus on the mental and behavioral training in a structured setting, our Little Tigers are able to do better in academics and improve their listening skills ",Wednesday,4:00 PM,4:30 PM,5/27/2025,6/23/2026,2,3 months term,3,4,None,700,26,27,0.5,53.85,"74 4th Avenue, Brooklyn, NY 11217",Sports,Open,Off-site,No,English,parkslope@championstkd.com,(347) 857-0246,
Champions Martial Arts Park Slope,https://ctkdparkslope.com/,Little Tigers (3-4 yrs),"Fun filled martial arts classes that help our younger students to improve their focus, overcome shyness, and build on their growth and find motor skills through simplified training. With more focus on the mental and behavioral training in a structured setting, our Little Tigers are able to do better in academics and improve their listening skills ",Thursday,3:15 PM,3:45 PM,5/27/2025,6/23/2026,2,3 months term,3,4,None,700,26,27,0.5,53.85,"74 4th Avenue, Brooklyn, NY 11217",Sports,Open,Off-site,No,English,parkslope@championstkd.com,(347) 857-0246,
Champions Martial Arts Park Slope,https://ctkdparkslope.com/,Little Tigers (3-4 yrs),"Fun filled martial arts classes that help our younger students to improve their focus, overcome shyness, and build on their growth and find motor skills through simplified training. With more focus on the mental and behavioral training in a structured setting, our Little Tigers are able to do better in academics and improve their listening skills ",Saturday,10:20 AM,10:50 AM,5/27/2025,6/23/2026,2,3 months term,3,4,None,700,26,27,0.5,53.85,"74 4th Avenue, Brooklyn, NY 11217",Sports,Open,Off-site,No,English,parkslope@championstkd.com,(347) 857-0246,
Champions Martial Arts Park Slope,https://ctkdparkslope.com/,Little Tigers (5-6 yrs),"Fun filled martial arts classes that help our younger students to improve their focus, overcome shyness, and build on their growth and find motor skills through simplified training. With more focus on the mental and behavioral training in a structured setting, our Little Tigers are able to do better in academics and improve their listening skills ",Tuesday,3:50 PM,4:20 PM,5/27/2025,6/23/2026,2,3 months term,5,6,None,700,26,27,0.5,53.85,"74 4th Avenue, Brooklyn, NY 11217",Sports,Open,Off-site,No,English,parkslope@championstkd.com,(347) 857-0246,
Champions Martial Arts Park Slope,https://ctkdparkslope.com/,Little Tigers (5-6 yrs),"Fun filled martial arts classes that help our younger students to improve their focus, overcome shyness, and build on their growth and find motor skills through simplified training. With more focus on the mental and behavioral training in a structured setting, our Little Tigers are able to do better in academics and improve their listening skills ",Wednesday,3:20 PM,3:50 PM,5/27/2025,6/23/2026,2,3 months term,5,6,None,700,26,27,0.5,53.85,"74 4th Avenue, Brooklyn, NY 11217",Sports,Open,Off-site,No,English,parkslope@championstkd.com,(347) 857-0246,
Champions Martial Arts Park Slope,https://ctkdparkslope.com/,Little Tigers (5-6 yrs),"Fun filled martial arts classes that help our younger students to improve their focus, overcome shyness, and build on their growth and find motor skills through simplified training. With more focus on the mental and behavioral training in a structured setting, our Little Tigers are able to do better in academics and improve their listening skills ",Thursday,3:50 PM,4:20 PM,5/27/2025,6/23/2026,2,3 months term,5,6,None,700,26,27,0.5,53.85,"74 4th Avenue, Brooklyn, NY 11217",Sports,Open,Off-site,No,English,parkslope@championstkd.com,(347) 857-0246,
Champions Martial Arts Park Slope,https://ctkdparkslope.com/,Little Tigers (5-6 yrs),"Fun filled martial arts classes that help our younger students to improve their focus, overcome shyness, and build on their growth and find motor skills through simplified training. With more focus on the mental and behavioral training in a structured setting, our Little Tigers are able to do better in academics and improve their listening skills ",Friday,5:10 PM,5:40 PM,5/27/2025,6/23/2026,2,3 months term,5,6,None,700,26,27,0.5,53.85,"74 4th Avenue, Brooklyn, NY 11217",Sports,Open,Off-site,No,English,parkslope@championstkd.com,(347) 857-0246,
Champions Martial Arts Park Slope,https://ctkdparkslope.com/,Little Tigers (5-6 yrs),"Fun filled martial arts classes that help our younger students to improve their focus, overcome shyness, and build on their growth and find motor skills through simplified training. With more focus on the mental and behavioral training in a structured setting, our Little Tigers are able to do better in academics and improve their listening skills ",Saturday,11:45 AM,12:15 PM,5/27/2025,6/23/2026,2,3 months term,5,6,None,700,26,27,0.5,53.85,"74 4th Avenue, Brooklyn, NY 11217",Sports,Open,Off-site,No,English,parkslope@championstkd.com,(347) 857-0246,
Champions Martial Arts Park Slope,https://ctkdparkslope.com/,Little Tigers (5-6 yrs),"Fun filled martial arts classes that help our younger students to improve their focus, overcome shyness, and build on their growth and find motor skills through simplified training. With more focus on the mental and behavioral training in a structured setting, our Little Tigers are able to do better in academics and improve their listening skills ",Saturday,10:20 AM,10:50 AM,5/27/2025,6/23/2026,2,3 months term,5,6,None,700,26,27,0.5,53.85,"74 4th Avenue, Brooklyn, NY 11217",Sports,Open,Off-site,No,English,parkslope@championstkd.com,(347) 857-0246,
Champions Martial Arts Park Slope,https://ctkdparkslope.com/,Little Tigers (5-6 yrs),"Fun filled martial arts classes that help our younger students to improve their focus, overcome shyness, and build on their growth and find motor skills through simplified training. With more focus on the mental and behavioral training in a structured setting, our Little Tigers are able to do better in academics and improve their listening skills ",Saturday,10:20 AM,10:50 AM,5/27/2025,6/23/2026,2,3 months term,5,6,None,700,26,27,0.5,53.85,"74 4th Avenue, Brooklyn, NY 11217",Sports,Open,Off-site,No,English,parkslope@championstkd.com,(347) 857-0246,
Created By Kids,https://www.createdbykidsnyc.com/,Manga Mondays,"Develop a manga style comic book, creating original characters, honing story-telling skills, and picking up drawing fundamentals like proportion and shading",Monday,4:00 PM,6:00 PM,9/15/2025,1/26/2026,1,Semester Based,5,10,None,960,16,60,2,30,"592 Pacific St. Brooklyn, NY",Art,Open,Off-site,DTES/BPCS only,English,rene@createdbykidsnyc.com,(718) 857-5437,
Created By Kids,https://www.createdbykidsnyc.com/,Cut & Paste (Zine & Mixed Media Workshop),"We'll learn new ways to share information with compelling layouts, collage, bold aesthetics, and reproduction techniques that allow us to trade our limited edition creations with one another",Tuesday,3:30 PM,5:30 PM,9/16/2025,1/27/2026,1,Semester Based,5,10,None,960,16,60,2,30,"592 Pacific St. Brooklyn, NY",Art,Open,Off-site,PS 20 only,English,rene@createdbykidsnyc.com,(718) 857-5437,
Created By Kids,https://www.createdbykidsnyc.com/,Form & Function: Ceramics/Pottery Wheel,We’ll make a sophisticated set of dishes using our pottery wheels and hand-built elements,Wednesday,3:30 PM,5:30 PM,9/17/2025,1/28/2026,1,Semester Based,5,10,None,"1,040",16,65,2,32.5,"592 Pacific St. Brooklyn, NY",Art,Open,Off-site,PS 282 only,English,rene@createdbykidsnyc.com,(718) 857-5437,
Created By Kids,https://www.createdbykidsnyc.com/,Ceramics & Sculpture/Pottery Wheel,"We’ll hop on the pottery wheel throughout the class, learning how to center, pull and shape the clay as it spins",Thursday,3:30 PM,5:30 PM,9/19/2025,1/30/2026,1,Semester Based,5,10,None,"1,040",16,65,2,32.5,"592 Pacific St. Brooklyn, NY",Art,Open,Off-site,Compass only,English,rene@createdbykidsnyc.com,(718) 857-5437,
Pixie Pods,https://pixiepodskids.com/,Ready Set Dance,"A fun-filled combo class that blends jazz and hip hop to build the 3 C’s—Confidence, Coordination, and Creativity.",Tuesday,3:30 PM,4:15 PM,9/9/2025,1/27/2026,1,Semester Based,4,8,None,595,17,35,0.75,46.67,"139 Flatbush Ave, Brooklyn, NY 11217",Dance,Open,Off-site,At Fee,English,info@pixiepodskids.com,(917) 999-0223,
Pixie Pods,https://pixiepodskids.com/,Ready Set Ballet,A whimsical beginner ballet class designed to make little dancers fall in love with movement!,Wednesday,3:30 PM,4:15 PM,9/10/2025,1/28/2026,1,Semester Based,4,8,None,665,18,37,0.75,49.26,"139 Flatbush Ave, Brooklyn, NY 11217",Dance,Open,Off-site,At Fee,English,info@pixiepodskids.com,(917) 999-0223,
Pixie Pods,https://pixiepodskids.com/,Ready Set Acro,"A joyful beginner tumbling class designed to support the whole child: building strength, flexibility, coordination, and courage through movement and play",Thursday,3:30 PM,4:15 PM,9/11/2025,1/29/2026,1,Semester Based,4,8,None,595,17,35,0.75,46.67,"139 Flatbush Ave, Brooklyn, NY 11217",Dance,Open,Off-site,At Fee,English,info@pixiepodskids.com,(917) 999-0223,
Pixie Pods,https://pixiepodskids.com/,Ready Set Dance,"A fun-filled combo class that blends jazz and hip hop to build the 3 C’s—Confidence, Coordination, and Creativity.",Saturday,10:45 AM,11:30 AM,9/13/2025,1/31/2026,1,Semester Based,4,8,None,735,21,35,0.75,46.67,"139 Flatbush Ave, Brooklyn, NY 11217",Dance,Open,Off-site,At Fee,English,info@pixiepodskids.com,(917) 999-0223,
Pixie Pods,https://pixiepodskids.com/,After School Pod,"A playful and high-energy afterschool experience filled with dance, tumbling, and nonstop fun! ",Tuesday,3:00 PM,6:00 PM,9/9/2025,1/27/2026,1,Semester Based,4,8,None,"1,445",17,85,3,28.33,"139 Flatbush Ave, Brooklyn, NY 11217",Dance,Open,Off-site,At Fee,English,info@pixiepodskids.com,(917) 999-0223,
Pixie Pods,https://pixiepodskids.com/,After School Pod,"A playful and high-energy afterschool experience filled with dance, tumbling, and nonstop fun! ",Wednesday,3:00 PM,6:00 PM,9/10/2025,1/28/2026,1,Semester Based,4,8,None,"1,445",18,80,3,26.76,"139 Flatbush Ave, Brooklyn, NY 11217",Dance,Open,Off-site,At Fee,English,info@pixiepodskids.com,(917) 999-0223,
Pixie Pods,https://pixiepodskids.com/,After School Pod,"A playful and high-energy afterschool experience filled with dance, tumbling, and nonstop fun! ",Thursday,3:00 PM,6:00 PM,9/11/2025,1/29/2026,1,Semester Based,4,8,None,"1,445",17,85,3,28.33,"139 Flatbush Ave, Brooklyn, NY 11217",Dance,Open,Off-site,At Fee,English,info@pixiepodskids.com,(917) 999-0223,
Treasure Trunk Theatre Park Slope,https://www.treasuretrunktheatre.com/,Musical Theatre Mondays: World of Oz (Pick Up),,Monday,3:00 PM,5:00 PM,9/15/2025,1/26/2026,1,Semester Based,3,7,None,825,15,55,2,27.5,"179 4th Ave, Brooklyn, NY 11217",Theater,Open,Off-site,Yes,English,info@treasuretrunktheatre.com,(347) 762-9475,
Treasure Trunk Theatre Park Slope,https://www.treasuretrunktheatre.com/,Musical Theatre Mondays: World of Oz (Drop off only),,Monday,3:30 PM,4:30 PM,9/15/2025,1/26/2026,1,Semester Based,3,7,None,600,15,40,1,40,"179 4th Ave, Brooklyn, NY 11217",Theater,Open,Off-site,No,English,info@treasuretrunktheatre.com,(347) 762-9475,
Treasure Trunk Theatre Park Slope,https://www.treasuretrunktheatre.com/,Pop Star Project Tuesdays (Pick Up),,Tuesday,3:00 PM,5:00 PM,9/16/2025,1/27/2026,1,Semester Based,3,7,None,825,15,55,2,27.5,"179 4th Ave, Brooklyn, NY 11217",Theater,Open,Off-site,Yes,English,info@treasuretrunktheatre.com,(347) 762-9475,
Treasure Trunk Theatre Park Slope,https://www.treasuretrunktheatre.com/,Pop Star Project Tuesdays (Drop Off Only),,Tuesday,3:30 PM,4:30 PM,9/16/2025,1/27/2026,1,Semester Based,3,7,None,600,15,40,1,40,"179 4th Ave, Brooklyn, NY 11217",Theater,Open,Off-site,No,English,info@treasuretrunktheatre.com,(347) 762-9475,
Treasure Trunk Theatre Park Slope,https://www.treasuretrunktheatre.com/,"Craft, Create and Collaborate Wednesdays (Pick Up)",,Wednesday,3:00 PM,5:00 PM,9/17/2025,1/28/2026,1,Semester Based,3,7,None,935,17,55,2,27.5,"179 4th Ave, Brooklyn, NY 11217",Theater,Open,Off-site,Yes,English,info@treasuretrunktheatre.com,(347) 762-9475,
Treasure Trunk Theatre Park Slope,https://www.treasuretrunktheatre.com/,"Craft, Create and Collaborate Wednesdays (Drop Off Only)",,Wednesday,3:30 PM,4:30 PM,9/17/2025,1/28/2026,1,Semester Based,3,7,None,680,17,40,1,40,"179 4th Ave, Brooklyn, NY 11217",Theater,Open,Off-site,Yes,English,info@treasuretrunktheatre.com,(347) 762-9475,
Treasure Trunk Theatre Park Slope,https://www.treasuretrunktheatre.com/,Imagination Workshop Thursdays (Pick Up),,Thursday,3:00 PM,5:00 PM,9/18/2025,1/29/2026,1,Semester Based,3,7,None,880,16,55,2,27.5,"179 4th Ave, Brooklyn, NY 11217",Theater,Open,Off-site,Yes,English,info@treasuretrunktheatre.com,(347) 762-9475,
Treasure Trunk Theatre Park Slope,https://www.treasuretrunktheatre.com/,Imagination Workshop Thursdays (Drop Off Only),,Thursday,3:30 PM,4:30 PM,9/18/2025,1/29/2026,1,Semester Based,3,7,None,640,16,40,1,40,"179 4th Ave, Brooklyn, NY 11217",Theater,Open,Off-site,Yes,English,info@treasuretrunktheatre.com,(347) 762-9475,
